text,item
get used to being alone with a good book while drinking coffee,9
walk instead,9
I'll call him and see how he's doing.,9
I reconciled another time with him,9
"I'm getting transferred to another department, too.",9
I'll tell him I miss the conversations,9
I'm meeting another colleague.,9
Invite Your Colleagues,9
Ask for transfer to new department,9
Invite other colleagues,9
Meditate,9
"Communication with friends, family, strangers",9
Contact/communication with the colleague (agreement of another appointment),9
Cafe visit with other colleagues,9
Acceptance of the situation,9
I'll call him.,9
I'm meeting him.,9
I visit him at work,9
I'm trying to maintain contact,9
I would also like to be transferred to this department so that we can see each other more often,9
I'll contact him and suggest a meeting.,9
I'm trying to make friends with others in my department.,9
I'm going to this cafe with a friend and I'm gonna have a cake.,9
I try to find another way to see/hear it at least regularly.,9
I see it as a kind of new step in life that probably had to come like this & maybe also brings something good with it,9
I'm meeting with other colleagues,9
I use the time instead to devote myself to my hobbies,9
I'm trying to change department,9
I'll call him.,9
Find new friends,9
Care for old friendships,9
Family,9
Enjoy time for me,9
go running,9
go alone in the coffee & read something,9
Talk to strangers Smalltalk,9
go shopping,9
what good eat,9
Watch a nice movie,9
listen to music,9
sing,9
go dancing,9
Plan your trip,9
clean up apartment,9
petting cat,9
"Breathe through, Meditiere",9
Go for a walk,9
Watch YouTube Podcasts,9
I make contact with colleagues & invite him to dinner,9
I sit alone in the cafe & stare in the air,9
I make friends with regular guest at the counter,9
I go home & watch shows,9
Asking if you're still meeting,9
Meet on another day,9
Looking for new colleagues,9
Keeping contact with the colleague differently,9
change to the colleague's department,9
Forgetting Colleagues,9
I'll call him.,9
I'm meeting new colleagues at the cafe.,9
I visit him spontaneously during lunch break.,9
I'll check his Instagram.,9
I'm looking at old photos.,9
I'm going to the cafe alone on Fridays.,9
I'll call him.,9
I'll make an appointment with him to meet us on another day.,9
I'm talking more to other colleagues,9
I'll tell my colleague I miss him,9
I visit him spontaneously in his new department,9
I find other ways to stay in touch with him,9
I'm meeting with other colleagues,9
I forget him,9
I'm asking for the reason,9
I'm going to the café alone.,9
I'm not going to the cafe anymore.,9
I'm looking for advice with friends,9
Find new friends,9
Calling the Friend,9
also no longer go in the coffee,9
I invite another friend to the cafe,9
I'm looking for another job on Friday,9
I always call the friend on Fridays,9
I forget the friend,9
I'm breaking off contact with the friend,9
I'm looking for a solution to meet with the friend on another day,9
I communicate to him that I miss our weekly meeting,9
and ask him if he wouldn't be interested in finding another time for us.,9
"Will call him and see if you can meet somewhere else: ""Yes, everything is super - happy",9
"if ""no - totally stupid and try to tell me, is only half so bad, we will stay in contact",9
"Keep in touch via other communication channels (telephone, e-mail,...)",9
Make up another appointment,9
focus on other friends,9
to become friends with new colleagues,9
I make friends with others,9
I ask him if he wants to maintain contact,9
Meet with old friends,9
the friendship not only limited to company contents,9
Pets against loneliness,9
Tell my colleague that I'm sad about it,9
still invite him over and over again,9
Try to restore contact and meet weekly despite the other department.,9
if meeting does not work > SMS or phone.,9
Meet me with other friends.,9
Try to meet in other days,9
Find another interlocutor,9
Distract me from other topics,9
Tell the friend that's why I'm sad,9
Thinking back to the good times,9
I'll tell my colleague that I think it's a pity.,9
I invite the colleague to a coffee once a week,9
I'm thinking if there's another colleague with whom the conversations could be so nice,9
Make other appointment for cafe meetings,9
Calling old colleagues,9
Meet with colleagues once a month,9
to become friends with new colleagues,9
go to the cafe with new colleagues,9
Stay in touch with old colleagues,9
"Call the colleague, keep in touch",9
Make friends with other colleagues,9
Asking colleagues what it is,9
Do something else on Friday,9
Talk to friends,9
"I'm trying to imagine clearly what it might be about, and I'm looking for reasons that don't have to do with me or his character.",9
I'll call my colleague and ask him if he wants to meet again.,9
I ignore the whole thing and distract myself,9
I'm making new friends in the College,9
"Find another exchange with your colleague (email, other place/time, phone call)",9
Filling the gap productively,9
Avoid feeling of loneliness (rounded with people),9
I'm talking about the same subject with someone else,9
I keep in touch with the colleague and try to find another appointment,9
I accept that the colleague no longer has time,9
I talk to others about my feelings,9
I'm just trying to meet him other days.,9
I'm going to the cafe with someone else on Friday.,9
I believe in friendship and I'm sure we'll see each other that way =),9
I'm looking for a new person I can talk to,9
I am talking to my colleague about this development.,9
I try to distract myself with other leisure activities where I can get to know other people,9
I'll call my colleague.,9
we'll make ourselves another day,9
see you now 1x/month for lunch,9
I become friends with a new colleague to maintain the ritual,9
I'm changing department,9
"I quit, through grief, my job",9
I am looking for a good alternative together with my colleague,9
I'm breaking off all contact,9
I send a message to the colleague every Friday to remind him,9
I'll sit alone in the coffee,9
try to meet on another day/cafe,9
Calls,9
Friendship with other colleagues,9
more to meet in leisure,9
Focus on work,9
Talk to friends,9
try to maintain contact,9
go to the cafe alone,9
find out why he's not coming,9
in the Department of Colleagues,9
Ask him if it would be possible on another day.,9
Make friends with other colleagues.,9
Talk to him about it and say I miss these meetings.,9
"Try to change department, too.",9
"Instead, always meet with other friends.",9
To make the same suggestion to other colleagues.,9
Try to lock it.,9
Get me tips from a friend.,9
Colleagues ask to come back to the cafe,9
go to the cafe with other colleagues,9
to accept it,9
look for another occupation on Friday,9
with the colleague when different things do,9
Colleagues ask if he might come back to the cafe,9
Call your colleague and ask him how he's doing,9
Invite colleagues to dinner,9
go to the cafe with other colleagues,9
Cancel contact with colleagues,9
go visit him in his new places,9
I'm asking another colleague,9
I start a yoga class,9
